location_name,snapshot,AOI_area_sqkm,AOI_area_covered_sqkm,AOI_area_covered_perc,Perc_area_covered_by_feature,N_features_in_img,Image_resolution,Number_of_img_tiles_downloaded,Stitched_img_width,Stitched_img_height,Total_downloaded_imagery_MB,Stitched_img_file_size_MB,Geotiff_img_file_size_MB
Lutsk,jan_2019_17,189.5204445,173.4548355,0.915230206,0.915,1,0.5,184,31055,29382,52.16005039,447.9288273,53.03136158
Lutsk,mar_2019_01,189.5204445,177.4770106,0.936453115,0.936,1,0.5,203,27964,38663,84.21859837,740.539072,91.96429348
Lutsk,apr_2019_02,189.5204445,173.0396983,0.913039745,0.913,1,0.5,214,27187,38663,90.17198658,818.7890444,99.509058
Lutsk,apr_2019_14,189.5204445,189.5204444,1,"0.836,0.164",2,0.5,226,34178,38663,99.85918427,955.4656668,111.0638304
Lutsk,jun_2019_15,189.5204445,173.9118426,0.917641593,0.918,1,0.5,217,30281,30928,77.83003521,699.2426968,83.87926483
Lutsk,oct_2019_13,189.5204445,101.3677861,0.53486465,0.535,1,0.5,362,20579,34794,55.94378281,498.0092049,62.05589294
Lutsk,mar_2020_20,189.5204445,124.6730319,0.65783421,0.658,1,0.4,401,31523,33813,77.99316692,704.0072174,83.93602467
Lutsk,apr_2020_03,189.5204445,189.5204542,1.000000051,"0.591,0.409",2,0.3,427,56964,64438,275.8476763,2321.936763,302.4048576
Lutsk,sep_2020_16,189.5204445,189.5204445,1,1,1,0.5,226,34178,38663,78.4746027,673.5191002,86.74088192
Lutsk,sep_2020_22,189.5204445,86.7894619,0.457942478,0.458,1,0.4,341,16506,47362,73.82255459,626.5425653,80.54942131
Lutsk,feb_2021_01,189.5204445,10.38174356,0.054779017,0.055,1,0.5,239,5623,14107,3.999373436,32.16162586,4.27427578
Lutsk,mar_2021_08,189.5204445,189.5204511,1.000000035,"0.592,0.408",2,0.4,427,42723,48329,160.9325085,1353.291511,178.2761211
Lutsk,apr_2021_05,189.5204445,160.4495206,0.84660798,0.847,1,0.4,597,33983,47362,121.2502909,1020.309892,133.1955853
Lutsk,may_2021_10,189.5204445,104.4487348,0.5511212,0.551,1,0.5,254,15535,37890,66.67715263,599.290122,72.67024899
Lutsk,oct_2021_06,189.5204445,188.6934305,0.995636281,0.996,1,0.5,219,32625,38663,102.4655838,881.2101688,112.8898811
Lutsk,feb_2022_14,189.5204445,183.6650417,0.96910411,"0.966,0.003",2,0.5,232,34166,34790,104.4661598,891.0348186,114.1021738
Lutsk,mar_2022_18,189.5204445,79.55063985,0.41974701,0.42,1,0.5,295,29850,15839,41.49352741,351.9571218,45.26349735
Lutsk,sep_2022_05,189.5204445,185.2938642,0.977698552,0.978,1,0.5,223,31848,36347,85.01359081,763.3636961,93.14422512
Uzhhorod,mar_2019_31,245.8129889,190.1251046,0.773454265,"0.691,0.083",2,0.3,409,54144,70050,270.4012051,2227.408208,297.4889126
Uzhhorod,apr_2019_30,245.8129889,245.8130348,1.000000187,"0.842,0.158",2,0.5,239,38172,42030,105.9490366,988.4879684,115.9049873
Uzhhorod,jun_2019_01,245.8129889,160.428993,0.652646525,"0.635,0.017",2,0.5,205,28405,33935,60.31016064,551.6536303,64.09957027
Uzhhorod,jun_2019_10,245.8129889,245.8129889,1,1,1,0.5,239,38172,42030,114.1324339,1012.267213,124.4732533
Uzhhorod,oct_2019_17,245.8129889,137.8073466,0.560618653,0.561,1,0.3,284,45973,49817,260.6306639,2160.359751,284.9936695
Uzhhorod,jul_2020_05,245.8129889,186.1992648,0.757483425,0.757,1,0.5,214,26801,42030,66.01005077,607.9408932,71.19802094
Uzhhorod,dec_2021_09,245.8129889,192.1813822,0.781819476,0.782,1,0.3,373,50055,59256,211.094203,1825.023383,223.2949991
Uzhhorod,feb_2022_28,245.8129889,64.93984951,0.264183963,0.264,1,0.4,260,35962,21699,58.42104626,501.2010241,64.75564289
Uzhhorod,mar_2022_03,245.8129889,232.1851252,0.944560034,0.945,1,0.5,211,32487,42030,38.36691475,337.5074358,37.7216053
Uzhhorod,mar_2022_19,245.8129889,4.989793442,0.020299145,0.02,1,0.5,278,8121,5768,2.129981995,17.80256748,2.223272324
Uzhhorod,mar_2022_27,245.8129889,245.8129225,0.99999973,"0.675,0.325",2,0.4,485,47715,52537,162.9478045,1473.12779,177.3203325
Uzhhorod,mar_2022_28,245.8129889,112.859674,0.459128195,0.459,1,0.4,386,42584,33825,97.74463177,813.8848629,109.9420195
Uzhhorod,apr_2022_10,245.8129889,71.67243457,0.291573016,0.292,1,0.4,251,34949,21699,23.22077751,204.9082289,24.69481087
Uzhhorod,apr_2022_14,245.8129889,73.38299294,0.298531796,0.299,1,0.4,248,36469,21699,65.03738594,542.3392944,71.87157059
Uzhhorod,apr_2022_15,245.8129889,117.1711229,0.476667744,0.477,1,0.5,279,33652,23826,57.33901978,546.3978262,62.50051689
Uzhhorod,apr_2022_30,245.8129889,109.638682,0.446024771,0.446,1,0.5,297,35684,25443,47.83077812,418.9249372,54.21994591
Uzhhorod,may_2022_12,245.8129889,125.9078512,0.512209919,0.512,1,0.4,270,40556,34329,131.3468475,1090.568911,144.3652534
Zhytomyr,jan_2019_24,182.5586353,100.9781143,0.553127022,0.553,1,0.3,354,43762,37089,244.1889353,1896.566511,270.8156271
Zhytomyr,feb_2019_21,182.5586353,95.34743993,0.522283922,0.522,1,0.5,280,25885,27734,52.72853947,435.2758656,57.97934532
Zhytomyr,mar_2019_23,182.5586353,174.1241793,0.953798647,"0.928,0.026",2,0.3,378,62764,54683,303.9257879,2548.904377,337.7392912
Zhytomyr,aug_2019_25,182.5586353,159.6231489,0.874366467,0.874,1,0.5,177,35305,29689,97.23229694,791.2656498,106.9569569
Zhytomyr,dec_2019_04,182.5586353,182.4521179,0.999416531,"0.735,0.264",2,0.3,393,71917,54683,348.9271097,2750.041059,389.522006
Zhytomyr,feb_2020_06,182.5586353,99.87502929,0.547084662,0.547,1,0.3,365,33342,53381,252.0952139,1889.44856,280.8629799
Zhytomyr,sep_2020_14,182.5586353,154.0879173,0.844046172,"0.813,0.031",2,0.3,344,52303,54683,301.9046974,2415.839545,332.9148636
Zhytomyr,may_2021_11,182.5586353,1.986485816,0.010881358,0.011,1,0.5,322,6276,2347,1.584444046,11.34326267,1.54940033
Zhytomyr,sep_2021_10,182.5586353,2.354827419,0.01289902,0.013,1,0.5,142,2548,5861,1.897099495,14.34952354,2.005319595
Zhytomyr,dec_2021_04,182.5586353,182.5586361,1.000000004,"0.838,0.162",2,0.4,395,54918,41012,144.7111216,1347.062946,161.9382439
Zhytomyr,feb_2022_14,182.5586353,17.3797608,0.095200979,0.095,1,0.5,262,7251,23037,13.95513535,110.8952017,15.66717434
Zhytomyr,feb_2022_22,182.5586353,166.2144544,0.910471609,0.91,1,0.3,357,53611,54683,267.8168726,2109.398693,294.6826906
Zhytomyr,feb_2022_23,182.5586353,93.61462838,0.512792113,0.513,1,0.3,346,43142,46223,77.55354309,708.6116581,79.1479435
Zhytomyr,aug_2022_18,182.5586353,156.5860897,0.857730392,0.858,1,0.3,345,52303,54683,263.7427273,2026.997663,289.1954355
Zhytomyr,aug_2022_25,182.5586353,49.63823636,0.271902977,0.272,1,0.5,162,18828,17589,26.18267441,221.0290546,28.72447014
Hremiach,apr_2019_23,31.21178959,31.21178959,1,1,1,0.5,133,13116,17180,14.18653584,127.994442,15.43717194
Hremiach,may_2019_03,31.21178959,20.77843966,0.665724072,0.666,1,0.5,269,6745,17180,7.710897446,67.66591549,8.075072289
Hremiach,may_2019_20,31.21178959,8.324629369,0.26671426,0.267,1,0.5,508,3373,16993,4.609527588,39.68543911,4.712622643
Hremiach,aug_2020_23,31.21178959,10.22124313,0.327480201,0.327,1,0.4,204,5855,21475,10.72870255,83.58973503,11.57677174
Mamalyha,feb_2019_16,64.25886091,64.25886648,1.000000087,"0.833,0.167",2,0.5,239,31857,19936,39.10262012,329.2822208,43.95656586
Mamalyha,mar_2019_10,64.25886091,22.76915078,0.354334802,0.354,1,0.5,201,11844,13023,9.929548264,83.83788395,10.87289143
Mamalyha,jun_2020_29,64.25886091,64.25886091,1,1,1,0.4,275,39821,24920,35.56381702,333.6977825,40.97946453
Mamalyha,aug_2020_26,64.25886091,64.25886405,1.000000049,"0.817,0.183",2,0.4,275,39821,24920,50.98918629,462.0206919,57.26310539
Mamalyha,jan_2021_16,64.25886091,29.76591494,0.463218839,0.463,1,0.5,103,14703,14243,14.05202579,121.8404779,15.50803947
Mamalyha,jun_2021_25,64.25886091,24.57647685,0.382460512,0.382,1,0.5,269,13471,14236,11.05070114,95.44184971,12.00337219
Mamalyha,nov_2021_03,64.25886091,4.372430421,0.068044008,0.068,1,0.4,282,4463,10929,3.592821121,28.37530708,3.814458847
Mamalyha,apr_2022_06,64.25886091,64.25886091,1,1,1,0.5,239,31857,19936,32.37083435,295.0727654,36.42486954
Porubne,mar_2019_01,300.3042412,5.853385317,0.019491517,"0.013,0.007",2,0.5,277,8076,6929,2.710895538,21.51368904,2.945284843
Porubne,mar_2019_03,300.3042412,7.06938426,0.023540741,0.024,1,0.4,288,11755,7132,4.816959381,39.87812233,5.165937424
Porubne,mar_2019_10,300.3042412,177.0830003,0.589678652,0.59,1,0.5,148,26244,35921,49.68280315,428.9776154,51.83193302
Porubne,sep_2019_02,300.3042412,97.11419436,0.323386023,0.323,1,0.4,218,33840,21454,78.35769081,619.9527063,82.55282211
Porubne,may_2020_01,300.3042412,103.3626405,0.344193076,"0.329,0.015",2,0.5,286,17631,38362,25.33999252,230.2891254,27.43723869
Porubne,sep_2020_25,300.3042412,128.9441989,0.429378548,0.429,1,0.5,339,18869,43269,62.33220577,543.859066,67.65833473
Porubne,feb_2021_04,300.3042412,3.546115522,0.01180841,0.012,1,0.5,223,7869,4075,0.641480446,3.790712357,0.599263191
Porubne,feb_2021_26,300.3042412,8.704947449,0.028987095,0.029,1,0.5,136,10426,6317,6.525730133,48.38764,7.154575348
Porubne,mar_2022_15,300.3042412,36.296107,0.12086445,0.121,1,0.4,383,43326,7921,33.88096333,259.4179649,35.57959938
Porubne,mar_2022_29,300.3042412,168.3150167,0.56048165,"0.497,0.063",2,0.5,172,35278,31856,57.64148235,524.1777411,62.20992184
Porubne,mar_2022_30,300.3042412,215.8199728,0.718671078,0.719,1,0.5,190,36099,30225,59.04165268,578.930048,54.07723999
Porubne,apr_2022_01,300.3042412,165.8604845,0.552308165,0.552,1,0.4,300,41021,30641,101.6074276,914.0961866,101.9447346
Porubne,apr_2022_15,300.3042412,143.692397,0.478489403,0.478,1,0.5,160,31997,23696,44.73651886,434.1913738,46.4431448
Porubne,apr_2022_21,300.3042412,118.2936284,0.393912613,0.394,1,0.3,247,47858,32690,131.4853382,1137.854277,135.2774734
Porubne,may_2022_15,300.3042412,145.3214845,0.483914193,0.484,1,0.3,297,54695,35412,145.4252415,1235.634841,150.8729649
Pletenivka,apr_2019_21,264.5129849,237.6135212,0.898305697,0.898,1,0.5,238,43915,32795,105.5127935,902.9147539,113.7614536
Pletenivka,apr_2019_27,264.5129849,72.5492361,0.274274762,"0.157,0.117",2,0.3,311,73718,23406,90.92411804,797.7087698,99.76503181
Pletenivka,mar_2020_17,264.5129849,81.90756596,0.309654235,0.31,1,0.5,89,22724,23417,8.164766312,48.63150406,7.552473068
Pletenivka,aug_2020_11,264.5129849,94.63853811,0.357784092,0.358,1,0.5,255,15298,35148,41.33946514,333.5690184,43.95442581
Pletenivka,aug_2020_25,264.5129849,25.80983339,0.09757492,0.098,1,0.4,115,12726,20972,28.90247154,232.0409603,31.30913162
Pletenivka,aug_2020_27,264.5129849,174.0768684,0.6581033,0.658,1,0.4,358,34324,43937,136.0975647,1083.545887,145.8037786
Pletenivka,sep_2020_12,264.5129849,144.8242858,0.547512954,0.548,1,0.5,148,35305,34370,83.24918747,673.2830887,92.25731087
Pletenivka,jul_2021_28,264.5129849,226.4654928,0.85616021,0.856,1,0.5,233,41566,33578,144.8872309,1216.620564,156.0807457
Pletenivka,mar_2022_11,264.5129849,21.35801115,0.08074466,0.081,1,0.4,248,19560,9019,16.62576866,113.9005814,17.84753418
Pletenivka,may_2022_13,264.5129849,144.3370647,0.545670999,0.546,1,0.4,312,38247,36137,123.0212154,1127.090945,133.8691387
Pletenivka,jun_2022_20,264.5129849,47.33569191,0.178954133,0.179,1,0.5,161,23143,12901,23.47385693,206.3407726,25.30226517
Pletenivka,jul_2022_02,264.5129849,147.7349624,0.558516862,0.559,1,0.32,316,38002,57358,241.2101068,2210.016253,262.0111732
Pletenivka,jul_2022_09,264.5129849,14.62066914,0.055273918,0.055,1,0.41,203,14565,13803,9.584152222,83.91098309,10.78069973
Milove,may_2019_18,65.97024886,65.97024886,1,1,1,0.4,259,23951,27835,50.72551346,451.1169977,55.36486912
Milove,jan_2020_30,65.97024886,36.48580271,0.5530645,0.553,1,0.4,194,13969,25845,26.30970287,232.1502018,28.07806969
Milove,jul_2020_04,65.97024886,60.96117808,0.924070761,0.924,1,0.5,185,17164,21870,24.55935287,227.0354652,26.47326756
Milove,oct_2020_26,65.97024886,39.47174849,0.598326506,0.598,1,0.4,202,21955,16409,31.06879425,255.1886616,33.34461021
Milove,dec_2020_01,65.97024886,34.88622057,0.528817477,0.529,1,0.4,135,16466,16906,45.61793423,375.0687799,49.65417004
Milove,dec_2020_09,65.97024886,4.423303891,0.06704998,0.067,1,0.4,251,3241,12797,3.520700455,28.59774113,3.584658623
Milove,jul_2021_30,65.97024886,18.46669051,0.279924524,0.28,1,0.3,290,9647,30490,27.21159554,221.1561422,29.03714848
Shehyni,jan_2019_19,113.4381253,113.4381207,0.999999959,"0.751,0.249",2,0.4,255,35640,30569,142.5215321,1081.802422,156.5620203
Shehyni,jun_2019_01,113.4381253,40.52998713,0.357287173,"0.320,0.037",2,0.3,187,28367,32206,46.82865429,393.7418556,52.18749714
Shehyni,jun_2019_02,113.4381253,60.46429,0.533015596,0.533,1,0.5,182,15444,24061,28.81175709,242.9358616,31.58707333
Shehyni,sep_2019_13,113.4381253,113.4382071,1.000000721,"0.833,0.167",2,0.5,147,28512,24455,49.29660702,416.3141651,53.84729671
Shehyni,jan_2021_21,113.4381253,112.0367142,0.987646031,0.988,1,0.5,138,27720,24455,29.3703661,260.156024,30.73820305
Shehyni,may_2021_09,113.4381253,64.66545554,0.57005046,0.57,1,0.4,261,34629,22181,49.03002453,410.5419283,53.70620155
Shehyni,may_2021_24,113.4381253,43.87618849,0.386785205,0.387,1,0.5,178,19782,14588,15.95452785,141.8395462,17.14077759
Shehyni,jun_2021_04,113.4381253,28.08229063,0.247556018,0.248,1,0.5,265,16808,10249,9.742847443,81.27064991,10.33667374
Shehyni,jun_2021_20,113.4381253,25.6532791,0.226143363,0.226,1,0.5,106,15424,9855,10.25106621,90.44778442,10.6499157
Shehyni,jun_2021_21,113.4381253,26.15994407,0.230609806,0.231,1,0.4,366,29426,17989,15.12394905,128.219326,18.0736084
Shehyni,jun_2021_22,113.4381253,35.72031182,0.314888065,0.315,1,0.5,160,10692,23667,16.37565231,139.0944328,18.11839485
Shehyni,jun_2021_23,113.4381253,17.34735358,0.152923486,0.153,1,0.5,229,17794,8672,7.327000618,64.65161419,7.871084213
Shehyni,jul_2021_25,113.4381253,43.29043649,0.381621579,0.382,1,0.5,372,12078,23667,18.61690903,158.7254677,20.42731762
Shehyni,mar_2022_12,113.4381253,113.4381253,1,1,1,0.5,147,28512,24455,33.54081345,303.423502,35.84076595
Shehyni,mar_2022_22,113.4381253,4.884934127,0.043062543,0.043,1,0.4,122,3959,11098,4.048536301,32.08148193,4.265335083
Shehyni,mar_2022_28,113.4381253,95.84408719,0.844901897,0.845,1,0.4,319,34155,30077,100.2379856,776.9355764,110.4945345
Shehyni,mar_2022_30,113.4381253,101.8505281,0.897850946,0.898,1,0.5,118,24552,24455,22.27780914,219.3541479,21.69136524
Shehyni,apr_2022_04,113.4381253,102.3402483,0.902168015,0.902,1,0.4,220,30690,30569,59.64507294,525.1209736,62.84505558
Shehyni,apr_2022_10,113.4381253,94.67044011,0.834555754,0.835,1,0.5,120,22968,24455,24.43429184,229.8051929,26.02571964
Shehyni,apr_2022_14,113.4381253,113.3297526,0.999044654,0.999,1,0.3,255,47520,40759,193.8578062,1456.294602,213.163558
Shehyni,may_2022_12,113.4381253,97.348288,0.858161996,0.858,1,0.4,323,29205,30077,71.8972702,588.9486151,76.84540939
Shehyni,jun_2022_18,113.4381253,113.3813296,0.999499325,0.999,1,0.5,147,28512,24455,78.82736397,650.4201603,86.64053154
Rava-Ruska,jan_2020_07,134.4771938,134.4771938,1,1,1,0.5,168,30618,31270,88.00205898,684.4451551,97.49910069
Rava-Ruska,jan_2020_13,134.4771938,128.3462026,0.954408692,"0.925,0.029",2,0.3,300,51018,48203,207.2593718,1647.800546,217.760354
Rava-Ruska,jan_2020_15,134.4771938,119.3970313,0.887860818,0.888,1,0.4,412,37273,32240,110.5688267,967.716732,121.2564316
Rava-Ruska,apr_2020_23,134.4771938,31.73960872,0.236022242,"0.207,0.029",2,0.5,323,22533,12693,12.41458797,108.9144058,14.03191376
Rava-Ruska,feb_2021_26,134.4771938,111.9378946,0.832393148,0.832,1,0.5,286,29821,26575,73.17276001,539.5998764,81.04472733
Rava-Ruska,jan_2022_29,134.4771938,105.5330371,0.784765313,0.785,1,0.3,374,47073,39727,166.2291412,1275.616112,182.3389683
Rava-Ruska,mar_2022_18,134.4771938,132.4895634,0.985219573,0.985,1,0.5,169,28262,31270,74.51908112,595.1397591,81.75200844
Rava-Ruska,mar_2022_23,134.4771938,5.430152814,0.04037973,0.04,1,0.5,273,6464,7615,3.472929955,26.23036385,3.746627808
Rava-Ruska,mar_2022_28,134.4771938,97.46173914,0.724745486,0.725,1,0.3,356,47082,42987,133.8960514,1043.967132,147.6156178
Rava-Ruska,may_2022_17,134.4771938,63.87237109,0.474968054,0.475,1,0.4,226,26963,26862,30.07773399,264.4368477,31.87987041
Rava-Ruska,may_2022_18,134.4771938,59.73218069,0.444180749,0.444,1,0.4,251,34836,19558,55.38099194,443.6514769,61.4510088
Rava-Ruska,may_2022_24,134.4771938,25.82511421,0.192040847,0.192,1,0.4,297,13239,19545,19.71126842,168.5650768,21.34426022
Rava-Ruska,jun_2022_07,134.4771938,46.79039349,0.347942965,0.348,1,0.4,227,18636,26383,50.90441799,424.1376057,55.69482899
Rava-Ruska,jun_2022_18,134.4771938,3.523330253,0.026200207,0.026,1,0.3,595,13898,6928,3.91806221,29.44911766,4.111481667
Udobne,jul_2019_06,292.8131482,101.6042245,0.346993382,0.347,1,0.3,200,45107,50521,148.535821,1202.757011,162.6451664
Udobne,sep_2019_16,292.8131482,101.3780661,0.346221017,0.346,1,0.4,317,38545,33123,93.18552685,765.9849205,104.3063116
Udobne,jul_2021_20,292.8131482,187.0600346,0.638837551,0.639,1,0.5,424,39361,50101,63.23518944,569.6940527,73.37445545
Udobne,aug_2021_09,292.8131482,155.7525047,0.531917729,0.532,1,0.3,493,48693,91943,359.8628216,2676.000393,409.044858
Udobne,oct_2021_24,292.8131482,76.40935551,0.260949196,0.261,1,0.4,280,20113,36360,38.53010559,339.7554884,40.73746109
Udobne,may_2022_08,292.8131482,79.62630195,0.271935541,0.272,1,0.3,239,37327,32969,87.70386696,764.6152534,92.09049034
Udobne,sep_2022_30,292.8131482,18.79799682,0.064197926,0.064,1,0.5,250,8028,19360,8.498727798,75.27477169,9.247368813
Kuchurhan,jul_2019_29,73.43861962,26.00181311,0.354061844,0.354,1,0.5,106,13462,11317,10.55444336,95.82011127,11.21566772
Kuchurhan,aug_2019_20,73.43861962,16.37346455,0.222954416,0.223,1,0.4,160,14723,8646,7.726788521,65.53687859,7.955758095
Kuchurhan,aug_2019_31,73.43861962,67.06524308,0.913214919,0.913,1,0.3,251,19631,52350,77.61884785,659.3172674,82.56477356
Kuchurhan,aug_2021_09,73.43861962,65.46861963,0.891473995,0.891,1,0.3,194,18930,52350,133.4958429,1036.683506,145.0249224
Kuchurhan,oct_2021_24,73.43861962,65.93996559,0.897892225,0.898,1,0.4,251,14724,39262,42.37456608,360.935729,45.0909853
Kuchurhan,mar_2022_12,73.43861962,57.22646023,0.779242046,0.779,1,0.3,230,21723,41170,77.90576744,632.6908159,82.8939085
Kuchurhan,mar_2022_26,73.43861962,48.70512396,0.663208598,0.663,1,0.4,195,15763,27735,39.64215946,321.7974777,42.25569439
Reni,jun_2019_23,264.9109619,18.94552409,0.071516573,0.072,1,0.3,182,12896,21411,22.09984016,173.4871216,23.16161633
Reni,aug_2019_17,264.9109619,127.6306288,0.481786891,0.482,1,0.4,423,27443,44986,113.5013952,887.8930998,123.9143238
Reni,dec_2019_06,264.9109619,4.357700377,0.016449679,0.016,1,0.5,146,2256,9527,1.899161339,16.18600464,1.923861504
Reni,feb_2020_08,264.9109619,9.132273928,0.034472994,0.034,1,0.4,132,5372,13381,10.28575993,76.38911533,11.06519318
Reni,aug_2020_01,264.9109619,36.76912536,0.138798052,0.139,1,0.3,156,15763,40666,47.05802727,385.7157869,50.30419064
Reni,aug_2020_07,264.9109619,264.9110724,1.000000417,"0.989,0.011",2,0.5,235,35329,55700,124.6674538,1056.162795,136.4151449
Reni,dec_2020_31,264.9109619,154.4335163,0.582963858,0.583,1,0.4,521,22618,69089,96.99273205,859.3431864,99.87104034
Reni,feb_2021_26,264.9109619,104.2878269,0.39367124,0.394,1,0.3,199,52989,34230,112.7394009,946.5920973,117.8136921
Reni,apr_2021_05,264.9109619,40.20485558,0.151767429,0.152,1,0.5,154,10749,21837,9.216418266,81.60065937,9.407450676
Reni,jun_2021_07,264.9109619,13.97638983,0.05275882,"0.046,0.007",2,0.5,157,8160,11980,4.221376419,38.60692406,4.498684883
Reni,jul_2021_28,264.9109619,100.2912851,0.378584881,0.379,1,0.3,276,28707,74260,113.9964428,938.3842974,123.8772659
Reni,mar_2022_18,264.9109619,122.2472756,0.461465523,0.461,1,0.5,128,21499,29964,11.63336945,54.30834198,9.890084267
Reni,mar_2022_24,264.9109619,139.8005588,0.527726591,"0.515,0.013",2,0.5,112,22370,36821,54.77454853,482.9176168,58.35240078
Reni,mar_2022_26,264.9109619,71.16323457,0.268630766,0.269,1,0.3,273,25079,43520,106.1146355,845.8461828,112.3842049
Katerynivka,mar_2019_18,338.1302105,180.4718538,0.533734781,0.534,1,0.5,212,25881,37891,107.8997221,913.5989571,116.7549152
Katerynivka,mar_2019_27,338.1302105,196.9101248,0.58234999,0.582,1,0.5,191,29683,36373,96.19219589,811.2277746,102.8815203
Katerynivka,feb_2020_29,338.1302105,177.9770156,0.526356445,0.526,1,0.4,370,35193,40728,107.6891117,883.5238333,113.3314543
Katerynivka,apr_2020_04,338.1302105,284.2258048,0.840580924,0.841,1,0.5,258,35812,47766,91.7008028,798.8697557,96.8700552
Katerynivka,jul_2020_25,338.1302105,338.129903,0.999999091,"0.827,0.173",2,0.4,722,65718,59707,271.6364031,2161.754862,297.4938784
Katerynivka,sep_2020_06,338.1302105,70.11482173,0.207360418,0.207,1,0.5,215,20555,24269,55.04213047,448.924139,60.80609131
Katerynivka,aug_2021_16,338.1302105,196.3046816,0.580559428,0.581,1,0.5,194,29685,36375,164.8094606,1401.328131,178.978034
Berehove,jun_2019_10,170.472904,105.9274544,0.621374142,0.621,1,0.5,99,18006,34221,43.30486584,383.9069891,46.5727663
Berehove,apr_2020_20,170.472904,150.2921422,0.881618947,0.882,1,0.5,133,24553,34221,67.6237812,600.595418,72.53281403
Berehove,may_2021_21,170.472904,34.95766183,0.205062863,0.205,1,0.4,164,18414,16310,19.39053154,181.5816574,20.57369709
Berehove,may_2021_24,170.472904,33.17732756,0.194619361,0.195,1,0.5,122,15960,12641,14.5439558,130.2506847,15.51739407
Berehove,jul_2021_17,170.472904,112.5705458,0.660342747,"0.631,0.029",2,0.4,408,35807,41250,73.89032555,641.8750658,79.61198425
Berehove,jul_2021_18,170.472904,87.25163262,0.51182112,"0.355,0.157",2,0.4,328,34272,41759,78.8508482,690.7444019,89.29844952
Berehove,jul_2021_22,170.472904,3.977197612,0.02333038,0.023,1,0.5,164,3989,7135,1.798530579,14.65269279,1.89229393
Berehove,jan_2022_09,170.472904,170.4729041,1.000000001,"0.937,0.063",2,0.5,159,29464,34221,96.08314705,755.1921654,103.9619751
Berehove,mar_2022_03,170.472904,165.7562063,0.972331687,0.972,1,0.5,164,29464,33407,23.41674709,193.4338408,21.54048252
Berehove,mar_2022_27,170.472904,136.442037,0.800373748,"0.728,0.072",2,0.4,269,36830,36673,106.1016378,901.856307,115.0618544
Berehove,may_2022_03,170.472904,5.981492377,0.035087643,0.035,1,0.5,290,5012,8461,3.885643959,32.55685329,4.093626976
Berehove,may_2022_12,170.472904,79.82373407,0.468248808,0.468,1,0.4,290,29669,24968,88.79078484,782.9108973,96.61520863
Berehove,may_2022_14,170.472904,142.8004856,0.837672628,0.838,1,0.5,324,24553,32187,70.4634819,639.3667917,75.85072708
Berehove,jul_2022_10,170.472904,75.24901843,0.441413366,"0.381,0.061",2,0.5,232,26190,18753,21.05002403,194.8700438,22.71379566
Berehove,jul_2022_16,170.472904,32.15282026,0.188609565,0.189,1,0.5,278,16164,11622,9.676445961,86.01042652,10.20730114
Berehove,aug_2022_04,170.472904,85.72752935,0.502880677,0.503,1,0.5,249,27009,20382,42.83624458,370.7089262,46.29915524
Solotvino,jun_2019_10,152.8052416,101.9033952,0.66688416,0.667,1,0.5,255,31607,19627,56.03552914,476.4685392,60.94442749
Solotvino,jun_2019_13,152.8052416,8.501254723,0.055634575,0.056,1,0.5,278,10872,4703,4.671801567,38.63659668,4.975152969
Solotvino,jun_2021_17,152.8052416,107.0841834,0.700788679,0.701,1,0.5,255,34453,20836,66.80975437,545.3010616,73.69101048
Solotvino,jun_2021_21,152.8052416,38.45430208,0.251655648,0.252,1,0.4,156,27194,15338,42.4135685,332.3829145,46.87276363
Solotvino,jun_2021_26,152.8052416,27.31542331,0.178759727,0.179,1,0.5,313,16620,10019,17.50277233,155.5963764,18.75663757
Solotvino,mar_2022_12,152.8052416,151.254106,0.989848937,0.99,1,0.5,169,34480,29428,66.37519264,576.2931252,72.49912071
Solotvino,apr_2022_15,152.8052416,149.9798591,0.981509911,0.982,1,0.4,305,43100,36785,133.6289396,1223.495791,146.8151398
Solotvino,mar_2022_09,152.8052416,111.3119149,0.728456129,0.728,1,0.4,218,31812,32702,87.04337692,712.7923889,94.54364872
Smila,jan_2019_09,329.858095,329.8583677,1.000000827,"0.620,0.354,0.025",3,0.5,356,63367,43903,137.8466768,1213.912658,155.4417381
Smila,mar_2019_18,329.858095,181.9568667,0.55162165,0.552,1,0.4,399,42102,42914,130.5259962,1073.949325,141.5273914
Smila,feb_2020_19,329.858095,188.6616507,0.571947918,0.572,1,0.4,383,43108,43914,150.5934258,1266.167657,161.1669884
Smila,nov_2021_12,329.858095,201.3164312,0.610312235,0.61,1,0.4,420,48103,38917,143.6333799,1240.685859,153.6248875
Nizhyn,may_2019_30,95.59734218,92.76765455,0.970399934,0.97,1,0.5,250,21991,25365,37.94842339,340.0287552,41.08662319
Nizhyn,jun_2019_21,95.59734218,95.17860802,0.995619814,0.996,1,0.4,349,27492,33149,74.04045391,636.4456129,80.60734463
Nizhyn,jun_2019_24,95.59734218,84.43178979,0.883202272,"0.869,0.014",2,0.3,199,37284,37145,131.7755404,1100.035486,141.2274733
Nizhyn,apr_2020_05,95.59734218,95.59734218,1,1,1,0.4,349,27494,34111,100.9722872,818.4309349,109.3886166
Nizhyn,aug_2020_15,95.59734218,60.82311209,0.63624271,0.636,1,0.4,256,17847,26912,23.35199547,199.0170784,23.59018326
Nizhyn,aug_2020_16,95.59734218,90.30457454,0.944634783,0.945,1,0.5,108,22382,23834,42.34841728,348.6686821,45.54025841
